recency,history,mens,womens,newbie,visit,conversion,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,history_segment_1) $0 - $100,history_segment_2) $100 - $200,history_segment_3) $200 - $350,history_segment_4) $350 - $500,history_segment_5) $500 - $750,"history_segment_6) $750 - $1,000","history_segment_7) $1,000 +",treatment,spend
9,285.21,1,0,1,1,1,,,,,,,,,,,,,,1,150.99
10,114.3,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
12,169.86,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,1668.0,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,469.05,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,145.34,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,672.73,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,202.96,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,390.11,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
4,149.68,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,77.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,83.72,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,800.34,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
11,183.23,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
11,69.78,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,160.51,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,560.83,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,104.63,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
11,218.08,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,168.64,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
3,1336.19,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,533.46,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,29.99,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
9,44.81,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
7,63.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,396.31,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
1,117.75,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
12,34.3,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,108.72,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
7,133.33,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
3,227.12,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
1,51.34,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,652.81,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,54.25,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
6,186.96,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
4,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,1305.72,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,1146.87,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,605.8,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,348.73,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,183.8,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
10,47.84,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
6,130.03,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
5,311.54,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
8,690.19,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
12,115.39,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
2,307.36,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
6,109.32,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
4,655.69,1,1,1,1,0,,,,,,,,,,,,,,0,0.0
4,92.12,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
11,111.48,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,760.35,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,499.39,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,74.74,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,182.74,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,256.01,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,262.07,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
6,263.11,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
8,207.08,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,56.76,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,175.69,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,55.77,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
5,43.75,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,172.26,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
8,51.71,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
6,494.33,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,485.44,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,100.77,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,301.67,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
5,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
8,31.72,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
11,325.37,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
12,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,109.0,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,129.97,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
8,251.56,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
11,386.71,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
5,164.13,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,425.19,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,108.58,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,1264.58,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,350.01,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
12,49.88,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,366.62,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,698.59,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,321.26,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
12,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,290.12,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,270.32,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
12,101.88,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
11,195.89,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,570.66,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,65.44,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,148.7,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
8,33.41,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,185.86,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
5,611.4,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,508.3,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,245.22,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,45.94,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,501.11,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
12,478.47,1,1,0,1,0,,,,,,,,,,,,,,1,0.0
3,513.05,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,149.49,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
11,482.18,1,1,0,1,0,,,,,,,,,,,,,,0,0.0
5,30.17,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
3,251.43,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,251.49,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,406.54,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,78.63,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,385.43,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,235.49,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,234.33,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,202.06,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
11,61.76,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,175.25,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
11,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,214.9,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,117.4,0,1,1,1,0,,,,,,,,,,,,,,0,0.0
7,45.97,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,124.23,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,94.55,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
7,133.31,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,277.21,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,151.16,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
6,368.36,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,149.92,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,304.75,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,670.23,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,66.35,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,187.3,1,0,0,1,1,,,,,,,,,,,,,,0,75.41
12,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
12,112.16,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,172.37,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,193.92,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
9,154.15,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,56.78,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,101.01,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,197.35,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,149.02,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,442.45,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,59.09,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,610.89,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,157.63,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
1,72.41,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,633.1,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
12,215.68,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,784.87,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
2,219.18,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,66.79,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,377.36,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,138.25,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
7,62.46,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,386.87,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,180.86,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,1165.58,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
12,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,248.83,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,226.31,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
4,143.17,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
12,163.57,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,88.47,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,671.78,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,76.22,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,114.69,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,614.29,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
4,323.02,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
5,449.84,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,719.64,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
7,439.3,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,1150.41,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
12,237.82,1,1,0,1,0,,,,,,,,,,,,,,1,0.0
5,62.65,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
8,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,237.92,1,0,0,1,1,,,,,,,,,,,,,,1,69.71
7,75.74,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,296.92,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
7,133.45,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
7,484.91,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,245.97,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,82.68,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
12,146.74,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,581.93,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
11,77.69,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,182.86,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,117.63,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,621.6,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
11,49.73,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,91.55,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,476.26,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,231.9,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,72.35,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,33.61,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,602.96,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
3,75.44,0,1,0,1,1,,,,,,,,,,,,,,0,34.38
11,220.21,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,428.48,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,33.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,173.96,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,135.61,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
4,146.69,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
9,185.77,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,242.2,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
1,44.83,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,170.32,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,809.53,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
11,320.41,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,69.47,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
2,300.19,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
7,139.53,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,986.32,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
11,345.01,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,1204.45,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,172.42,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
6,196.94,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,81.5,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
5,146.77,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,244.14,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
11,77.63,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,113.26,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,410.64,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
6,65.65,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
7,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,514.52,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
7,677.29,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
5,39.98,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,31.46,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
4,53.81,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,786.57,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,198.0,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
6,1131.22,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
6,365.92,1,1,0,1,0,,,,,,,,,,,,,,1,0.0
1,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,416.44,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,1077.7,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,36.89,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
6,45.96,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
12,77.96,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,318.79,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,162.01,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
4,33.18,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,586.85,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
11,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
8,79.11,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
12,166.29,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,244.58,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,37.44,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,357.91,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
1,91.65,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
9,44.68,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
6,156.21,0,1,1,1,0,,,,,,,,,,,,,,0,0.0
1,254.02,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,350.6,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
3,35.29,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,368.2,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
10,121.19,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,98.77,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,179.33,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,427.59,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,239.23,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,480.84,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,129.9,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,56.77,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,67.37,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
4,243.54,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
6,64.26,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,47.82,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
2,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,46.37,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,834.08,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,403.82,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
8,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
4,75.0,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
12,271.18,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
10,422.18,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
6,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,564.12,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,808.16,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,525.58,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,235.51,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,71.77,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,430.04,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
8,423.64,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,176.84,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,267.72,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
1,40.43,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
8,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,167.29,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
3,133.83,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
11,560.62,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
5,1101.83,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,630.05,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,110.01,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,70.43,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
12,143.09,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
12,109.52,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
5,53.86,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,222.93,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
6,157.58,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,233.27,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
4,670.13,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
6,40.65,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,316.43,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
6,240.6,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
9,110.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,39.76,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,489.74,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,29.99,1,0,1,1,0,,,,,,,,,,,,,,0,0.0
3,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,43.64,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,209.57,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,317.05,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
5,92.79,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,232.55,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
3,257.22,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,278.33,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,461.49,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,208.18,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,182.77,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
11,81.39,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,332.3,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,1416.06,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,371.81,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
7,69.74,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
7,209.13,1,1,0,1,0,,,,,,,,,,,,,,1,0.0
2,347.82,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,657.8,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,225.41,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
2,160.6,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,290.51,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,76.69,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,596.83,1,0,1,1,0,,,,,,,,,,,,,,0,0.0
4,200.5,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,275.49,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,341.23,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
10,654.23,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
4,129.93,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,31.3,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,152.95,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,149.45,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,127.97,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,96.09,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,203.13,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
1,242.16,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,386.15,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,142.66,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
8,311.33,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,176.08,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,544.74,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,40.02,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,234.0,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
10,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
5,299.33,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,169.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
12,77.96,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,119.36,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,218.12,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,432.43,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
6,59.38,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,96.22,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,628.76,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
6,253.78,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
